gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000020623	958.0155092756329	-0.3291457766022991	0.21793083841589483	2.9573254068541646e-4	0.08911658925460317
ENSMUSG00000021091	187.9341783176189	0.3050880633771256	0.33657142726513084	2.906826224012117e-4	0.08911658925460317
ENSMUSG00000029304	1632.669261481507	0.3308835888514685	0.22357054872464865	2.9873671179484493e-4	0.08911658925460317
ENSMUSG00000034701	15731.465866357918	-0.30030879523274834	0.18924646163620085	3.2800269507922647e-4	0.09626879100575297
ENSMUSG00000061724	89.2992655798522	0.21948339605921366	0.3777219649304233	3.336910465125618e-4	0.09638374560935059
ENSMUSG00000021143	5197.992534710181	-0.2869264581477852	0.18160254172324347	3.528976193051934e-4	0.09995897081921788
ENSMUSG00000078887	38.86110618938451	-0.04529282719195969	0.22735391887876377	3.5705517960373483e-4	0.09995897081921788
ENSMUSG00000026478	1351.506301140616	-0.2876073036904381	0.1904460632161253	3.8525206650394785e-4	0.10621866445715664
ENSMUSG00000029622	381.5832927883495	-0.30672033393446224	0.27608920461088177	3.9789656539414314e-4	0.1080675194101078
ENSMUSG00000028555	260.69399594767253	0.28559990308949545	0.3022828601234845	4.18078613126138e-4	0.11187906651553432
ENSMUSG00000042978	20851.15680992394	-0.28075656031195334	0.1946210284155409	4.3453151412739755e-4	0.11459666612429353
ENSMUSG00000078161	768.7754587159158	0.2956780316736563	0.24602674090466142	4.682392993996865e-4	0.12172215044537278
ENSMUSG00000034164	349.78663227519905	-0.25587676819764765	0.3061195147645254	5.043755575369084e-4	0.1282455690384814
ENSMUSG00000046215	79.27367406313608	0.11750192583421126	0.32837655866339677	5.074287503858141e-4	0.1282455690384814
ENSMUSG00000021364	1868.4050064928033	-0.2583972303926272	0.1864479166903852	5.226618474416002e-4	0.12852537348506485
ENSMUSG00000038843	545.3434109497033	-0.2845975349951008	0.23366051329004817	5.196544645246719e-4	0.12852537348506485
ENSMUSG00000046699	3080.8073066554985	-0.27163887625633154	0.2081312421723159	5.378372243314082e-4	0.1304936529487818
ENSMUSG00000029059	1773.610585280405	0.266932629995489	0.205049831876395	5.562452059342072e-4	0.13318413174190485
ENSMUSG00000026222	159.18580953197977	0.2220065385288682	0.30700944334304736	6.113245120126239e-4	0.14447106681939892
ENSMUSG00000002274	6155.242302832465	-0.26616027662338465	0.23293625683502917	6.357938481189821e-4	0.14608017780235666
ENSMUSG00000007682	2441.0572456372724	-0.26031970522875336	0.21617740007521857	6.422165315265446e-4	0.14608017780235666
ENSMUSG00000046613	544.4417966907092	0.25865257481057385	0.27073410443000945	6.372091084350254e-4	0.14608017780235666
ENSMUSG00000027577	289.171384168329	0.2343030274971027	0.2895863279889199	6.713730291660417e-4	0.15082685199672174
ENSMUSG00000027852	1578.2370970983927	-0.25358024260088885	0.21562373925722128	6.923855326481244e-4	0.15179927153732434
ENSMUSG00000035773	288.86501837580664	0.22593790145591094	0.29267946925278576	6.879268355587058e-4	0.15179927153732434
ENSMUSG00000033579	1541.9930530279564	-0.24909594332308477	0.2657645129161154	7.130759654124325e-4	0.15265698050129453
ENSMUSG00000038375	9708.377159549109	-0.255796725953233	0.24974069189522458	7.09188024561677e-4	0.15265698050129453
ENSMUSG00000074607	343.5111927192614	0.20539563610896117	0.29755212694215133	7.304468538740519e-4	0.15455745813890842
ENSMUSG00000025213	188.42449239901026	0.19346595807404907	0.29344543844525683	8.052214692821883e-4	0.1558192241464979
ENSMUSG00000026028	7391.510913026041	-0.21390390979314297	0.175238182864499	8.028313480962347e-4	0.1558192241464979
ENSMUSG00000028150	1090.9018620977492	0.23320633001814423	0.2653066487751726	8.220391008443038e-4	0.1558192241464979
ENSMUSG00000034684	425.1918697689807	0.20793932225146772	0.28870894052979096	7.9311367935185e-4	0.1558192241464979
ENSMUSG00000036492	210.49590106487275	0.18924591731509843	0.29983341276745346	7.61243958415826e-4	0.1558192241464979
ENSMUSG00000037235	4313.488368117755	-0.23549213781931627	0.20274679832038398	7.952735134438021e-4	0.1558192241464979
ENSMUSG00000040653	502.21603292506757	-0.24210074972532322	0.24890848270135862	8.162813700821548e-4	0.1558192241464979
ENSMUSG00000042644	865.21180290197	0.23311070939326994	0.2693717823950409	8.001368268477437e-4	0.1558192241464979
ENSMUSG00000044244	2525.614073072037	0.24617864135282674	0.2509821714851606	7.791871179403143e-4	0.1558192241464979
ENSMUSG00000121179	2208.657991760219	0.24327540497897138	0.21573437623218042	7.809826678993395e-4	0.1558192241464979
ENSMUSG00000008318	626.1866406369704	0.2282452314211564	0.26660968960346315	8.492564730730424e-4	0.15931876330422837
ENSMUSG00000029636	6275.212825638264	-0.2159091848343514	0.18485442654386916	8.713825778649453e-4	0.1611034845043681
ENSMUSG00000060843	975.2257293336995	-0.23688386920133692	0.23121211031271918	8.764766151526318e-4	0.1611034845043681
ENSMUSG00000002020	1621.7228593565271	0.22769055055482026	0.2564842770827141	9.095305339995437e-4	0.16550727127189696
ENSMUSG00000009216	452.0001797169216	0.18229347296779233	0.28329585450583444	9.483332519896375e-4	0.17085960580648943
ENSMUSG00000054640	5545.659230691948	-0.21826200163350112	0.20374553529079364	9.891026780804017e-4	0.1764578571865595
ENSMUSG00000072769	735.2149751970774	0.2224622511802121	0.23184845410577692	0.0010278711108531917	0.18159388936112164
ENSMUSG00000025498	158.64343598313744	0.13768567287295996	0.28232133562964834	0.0010527982987169294	0.18420933309376888
ENSMUSG00000034275	5836.905977187052	-0.2151801649155578	0.212029060254571	0.001073254126654752	0.18600005088320498
ENSMUSG00000027849	557.7246360184306	0.15773322263731535	0.2780914958661789	0.001089928127702317	0.1871077560358402
ENSMUSG00000029822	880.1269934272168	0.21111462639239648	0.20717336477988896	0.0011025556739452161	0.18750659438113176
ENSMUSG00000090486	36.36271185769938	0.06815479099441563	0.24743479311899605	0.0011438031761153706	0.19272024440529073
ENSMUSG00000022090	577.450999975951	-0.1917939522212755	0.25842207978212095	0.0012002681479334576	0.19855708625404664
ENSMUSG00000040483	165.83646506327153	0.17560556135293673	0.2672155430094253	0.0011902739014651744	0.19855708625404664
ENSMUSG00000002266	398.6656209440293	0.1818856803199614	0.2584534519661164	0.0012788909722739419	0.19965296535148647
ENSMUSG00000004933	522.304870959787	0.2008179443964049	0.23671194860439382	0.001283694946756274	0.19965296535148647
ENSMUSG00000022112	558.4041535726847	0.17015469343787243	0.2635833590541476	0.0012759119584335493	0.19965296535148647
ENSMUSG00000022656	1167.7427510863786	-0.2019730559139355	0.24132884910776017	0.0012466649581286081	0.19965296535148647
ENSMUSG00000024077	3620.964939024294	-0.1897074073952306	0.18434990452213737	0.0012319757835627275	0.19965296535148647
ENSMUSG00000045136	2599.6634610215824	-0.18564709697423418	0.2571460023635342	0.0012667083219340806	0.19965296535148647
ENSMUSG00000097440	502.7188251372312	-0.15146233767353404	0.2694658706363535	0.0012430758833831726	0.19965296535148647
ENSMUSG00000054901	6856.288594162137	-0.17792654754340184	0.17516945888638685	0.0013225002021994647	0.20223139646574506
ENSMUSG00000058258	625.2737470022579	-0.17774958585381792	0.25769805454441097	0.001321197538545066	0.20223139646574506
ENSMUSG00000028927	808.4214812331262	-0.19790910807529705	0.2167933679139978	0.0013430774354638198	0.20366650077612608
ENSMUSG00000072966	5057.315975957377	0.194707996645277	0.2154896627354506	0.001392244935778577	0.20937752972200632
ENSMUSG00000033355	118.28560785480155	0.08661612062922018	0.25274183752176854	0.001419892257544098	0.2100632472400809
ENSMUSG00000036036	509.9090632376505	-0.19233864989745958	0.23361577291223573	0.001414154636130192	0.2100632472400809
ENSMUSG00000054072	134.28166492037943	0.08810492894106625	0.2511248869002577	0.0014829882639855315	0.21762852773987676
ENSMUSG00000000792	226.39554109753712	0.1347890647811881	0.255744766297042	0.0015580380581477894	0.21808937341627171
ENSMUSG00000029605	33.971447740475256	0.06595996534329175	0.2337035891874372	0.0015544903748991312	0.21808937341627171
ENSMUSG00000035274	313.8589177795095	0.1686955434513884	0.25083333340655756	0.0015051298699826049	0.21808937341627171
ENSMUSG00000039959	2624.1747463570673	-0.17330454977599305	0.18167397736064567	0.0015184328547145323	0.21808937341627171
ENSMUSG00000053040	388.0521039541029	0.17893172528748547	0.24046900563076729	0.001546586043494377	0.21808937341627171
ENSMUSG00000098557	10597.762172887833	-0.18712540520416887	0.21397593309771368	0.0015225341855054043	0.21808937341627171
ENSMUSG00000032436	110.30259777209123	0.10141023404440941	0.25219960754674065	0.0015720678302572522	0.21837342219229938
ENSMUSG00000029576	870.6295023238133	0.1613506483132342	0.24713649075762809	0.0016373669702289572	0.22572096028224495
ENSMUSG00000019873	4288.518774180839	-0.17933515716574866	0.20706724992626838	0.0016502038456462462	0.22578014570845673
ENSMUSG00000022791	5668.505612117728	0.1714427234866786	0.19377278829344805	0.0017222544688211753	0.22988443686586493
ENSMUSG00000024654	10081.812614084836	-0.15059792293812635	0.1611436147241046	0.0017036846357623811	0.22988443686586493
ENSMUSG00000035681	612.0839492392848	0.14354905754206349	0.24817160633449642	0.0017307340688368135	0.22988443686586493
ENSMUSG00000050556	1403.9229959188742	0.17465100148887722	0.2022437551227592	0.0017240185942507264	0.22988443686586493
ENSMUSG00000039621	4209.480627999138	-0.1733634406220623	0.20261863632621688	0.0017567908857170546	0.23165451990864672
ENSMUSG00000042834	29672.196629674192	-0.1632234536598911	0.23822718624805944	0.001784251956212556	0.23358297012374016
ENSMUSG00000006782	13349.045139828318	-0.17024367383804723	0.21952784462573016	0.0018617063312950165	0.24198192936125296
ENSMUSG00000020538	2302.89563856489	0.14874992181093344	0.24088994586689363	0.0018862626410294657	0.24259033184410583
ENSMUSG00000027854	2236.4034256600594	-0.1650048420739351	0.19420452734588847	0.0018930497951235386	0.24259033184410583
ENSMUSG00000000560	972.3692039709625	-0.14900702052461207	0.23667680064079108	0.001987833720543073	0.25256446711697633
ENSMUSG00000029716	61.628839487290044	0.06415652058150789	0.22216277453989933	0.0019986417137354833	0.25256446711697633
ENSMUSG00000100252	1880.0831560115296	0.16285717736891456	0.20092725305286593	0.0020131586339242865	0.25264446663117407
ENSMUSG00000111360	24.88684584435567	0.02290567939302509	0.14661329100887377	0.002056485778424121	0.2563141897944091
ENSMUSG00000057969	344.17533567117044	0.15878676674227862	0.22285767883237842	0.002080444684216147	0.2575364076100764
ENSMUSG00000020638	661.6998603355643	0.1597023601355538	0.20551499345024096	0.0021244408864570736	0.2612057487220228
ENSMUSG00000047146	1593.3832649444976	-0.15673612176852225	0.19529845822812567	0.0021448940182195557	0.26195058019826345
ENSMUSG00000034765	3471.7249652196742	-0.1555215574737339	0.19777128939128136	0.002204966771278275	0.2653359992368299
ENSMUSG00000042532	3266.4581675276504	-0.152739929037296	0.18853142599635273	0.00219249244927372	0.2653359992368299
ENSMUSG00000121134	742.2400553978891	-0.15174916353641263	0.22350426887135938	0.002216358294444037	0.2653359992368299
ENSMUSG00000040860	1041.6027519602321	0.15534783058858342	0.2039950752981865	0.002245236744118216	0.2670364250504521
ENSMUSG00000022212	449.2925844743863	0.1190298684790519	0.23326315769201217	0.0022778948109380462	0.26916137580934824
ENSMUSG00000054793	6629.687626837067	-0.13129671690919079	0.15766209425591654	0.00230494986000455	0.2706011135645342
ENSMUSG00000015396	793.4165516301997	0.1466203332937095	0.21956737883554653	0.0023877668991433934	0.27394548148390785
ENSMUSG00000022639	199.45136383563053	-0.11164545808372657	0.2307865096035767	0.002369259445383721	0.27394548148390785
ENSMUSG00000026043	300.4470200730678	-0.1307424596339851	0.23005376457314541	0.0023585530732323106	0.27394548148390785
ENSMUSG00000046687	151.55034109420666	0.10818129042227305	0.2299209189445605	0.00239365453404085	0.27394548148390785
ENSMUSG00000027895	2090.924748675064	0.14683519323917207	0.19208859276711604	0.0024453423713244305	0.2763844418073954
ENSMUSG00000061143	810.1000506159785	-0.1492968404515576	0.2048638218403345	0.0024324866289972048	0.2763844418073954
ENSMUSG00000020182	375.1618039743215	0.09880728204653884	0.22655028630513843	0.0024866079748096866	0.27760003262338573
ENSMUSG00000068373	6154.577987739995	-0.14621444716780915	0.19283988504005825	0.0024761902078080864	0.27760003262338573
ENSMUSG00000027514	18.99619792892641	0.02718950072403529	0.1573065378462537	0.0025325695841619516	0.2804283704915604
ENSMUSG00000031431	6652.329329513267	-0.13729413612001495	0.17527267086643447	0.0025427642540587717	0.2804283704915604
ENSMUSG00000046598	1877.9725096790994	-0.13727023865017432	0.17715449152596935	0.002586901298778273	0.28310904461061936
ENSMUSG00000062345	21.00766495982334	-0.02203463884701206	0.14205537627557255	0.002598187088529617	0.28310904461061936
ENSMUSG00000055862	857.7132414356543	0.141868218306498	0.19651162404979888	0.0026688490682784537	0.2890776577110894
ENSMUSG00000074060	30.79325443585897	0.046148330923286796	0.1930496236369852	0.002688291579846003	0.28946060283111075
ENSMUSG00000114277	133.8392177092149	0.07914263286888282	0.21542583252336897	0.0027982197092522474	0.2995247297015479
ENSMUSG00000001506	487.92589374894686	-0.1328646140230474	0.2099069776439005	0.002907421471313997	0.30093932098966575
ENSMUSG00000015829	3645.8786942461543	-0.13364328268695022	0.18401454679745424	0.0028880988058220644	0.30093932098966575
ENSMUSG00000021134	11941.557927725902	0.12203787033670484	0.16069734886495415	0.0028866715960761424	0.30093932098966575
ENSMUSG00000031026	1179.9327277465663	0.13446341376307852	0.18455568668142375	0.002858089661902989	0.30093932098966575
ENSMUSG00000043301	1214.4340120948718	-0.13554785667706898	0.19566649635403638	0.0029169755631043813	0.30093932098966575
ENSMUSG00000045658	850.57619007436	0.13500134609530404	0.19293189721840664	0.0029272000777694584	0.30093932098966575
ENSMUSG00000086859	206.20115562969573	0.12436312505960925	0.21851936488050314	0.0028511584792979398	0.30093932098966575
ENSMUSG00000035237	1774.1547653314374	-0.12261050010831788	0.21643043393835376	0.0029571657969697644	0.3015870957145758
ENSMUSG00000064215	875.217773799224	0.10227394588879891	0.21817321503195494	0.002966647806391662	0.3015870957145758
ENSMUSG00000053465	115.89483367928489	-0.09897664647012601	0.2165986737152135	0.003036935140933147	0.3070172708864471
ENSMUSG00000031381	523.5924149360106	-0.1225742606245681	0.21335552480582326	0.003072608479081345	0.3079180511239884
ENSMUSG00000037541	9250.013692287379	-0.13132506844915068	0.19817845218704414	0.0030925373795806133	0.3079180511239884
ENSMUSG00000074578	668.2162137286076	0.12851079560408174	0.20605160246296306	0.003113530879090722	0.3079180511239884
ENSMUSG00000100862	832.2287753067876	-0.12809900078137962	0.20755733689757588	0.003097113882746966	0.3079180511239884
ENSMUSG00000017418	1749.1784415911357	-0.12665522754607486	0.1876517550120414	0.0032822524903778623	0.3128313198841023
ENSMUSG00000020681	1648.2162561336754	0.12516685126456834	0.20461141502296146	0.0032532005660800955	0.3128313198841023
ENSMUSG00000021070	64.14577446829776	0.05019412835010075	0.1914808665634852	0.003280637012275676	0.3128313198841023
ENSMUSG00000025892	22525.91662770293	-0.12734970275424176	0.18817435577279207	0.0032512325202270612	0.3128313198841023
ENSMUSG00000027489	868.7736501945709	-0.12648144406346745	0.19944173978662044	0.0032835512500886707	0.3128313198841023
ENSMUSG00000037370	494.0497417176673	-0.12576307343014193	0.20470940725799402	0.003230979950337057	0.3128313198841023
ENSMUSG00000053297	923.0928331213959	0.12679774385454082	0.1831560900633577	0.0032206649335994285	0.3128313198841023
ENSMUSG00000111696	23.2305561155673	-0.03290486354659272	0.166472241756172	0.0033657631100940896	0.318993704762407
ENSMUSG00000000948	574.8253051738169	-0.12399585009920773	0.19392606684433517	0.003432334962109512	0.3202984579769579
ENSMUSG00000035429	69.99464873685562	0.05572266104834069	0.1946400519630156	0.003421395611704462	0.3202984579769579
ENSMUSG00000052776	47.54473601266938	0.049918781536983495	0.18986699453846617	0.003415798090628099	0.3202984579769579
ENSMUSG00000024109	13328.061895337796	-0.12087744748952943	0.17939400608413233	0.0034977256953148544	0.32442333518781924
ENSMUSG00000041607	103369.18193973693	-0.1222330802529566	0.19365206427641304	0.0035179807082799234	0.32442333518781924
ENSMUSG00000062561	285.92874422632417	-0.11212218829510008	0.20721107107608072	0.0035300225513649618	0.32442333518781924
ENSMUSG00000040811	3103.766399499019	0.11817134269442393	0.20167994269846565	0.003564816146585373	0.3259746704493168
ENSMUSG00000002012	1270.1928625841144	0.11989261750154312	0.19033988413231265	0.00364805763609287	0.3270133241575466
ENSMUSG00000005107	113.91402235501513	0.05264006289499446	0.19027367224302144	0.003614199736313263	0.3270133241575466
ENSMUSG00000042846	2704.5834362045216	-0.11569302190776792	0.16985852792217584	0.003611235919542834	0.3270133241575466
ENSMUSG00000059540	922.831109669261	0.11975207625137874	0.19308418031047112	0.003642770726553149	0.3270133241575466
ENSMUSG00000006930	2935.77853986192	0.11491033211219706	0.20042414843215178	0.0037163278992815955	0.3315000920746431
ENSMUSG00000017400	1408.9818710239624	0.11655674340611341	0.19072254160877625	0.0038236745025928055	0.3342899290297322
ENSMUSG00000018339	59.86037416208451	0.05104763347077008	0.18673548855673777	0.0038528312218341527	0.3342899290297322
ENSMUSG00000041193	135.49492891143117	0.07662088594146174	0.2011317951489768	0.0037830713757244223	0.3342899290297322
ENSMUSG00000041895	1507.7642616905707	-0.11617973414363478	0.17916939773925256	0.0037929827232262756	0.3342899290297322
ENSMUSG00000062078	19283.53754009892	-0.09681762595295536	0.14116450200611488	0.0038578273944190667	0.3342899290297322
ENSMUSG00000073489	31.255103832685226	0.03982111889391044	0.17502706588337916	0.003831977031082426	0.3342899290297322
ENSMUSG00000038884	1275.8406304252753	0.11228311840363692	0.19828136415802416	0.0038786667752878138	0.33450284033133815
ENSMUSG00000020150	307.9158296270369	-0.10124583480443944	0.20311660804998402	0.00392184345215799	0.3366310627307498
ENSMUSG00000043384	20320.800666026145	0.10627533593593835	0.15914898777478853	0.00395968859705737	0.3367030532740793
ENSMUSG00000068323	676.964187476859	0.11443692976228252	0.18398266484451856	0.003955771755941651	0.3367030532740793
ENSMUSG00000026204	3752.670720840521	0.10326761869996932	0.15389520865275655	0.003981049969841656	0.33694495954050524
ENSMUSG00000028876	423.10714571233535	0.10220503988602218	0.20102310126424464	0.004039490661323797	0.34030838687087556
ENSMUSG00000026837	925.3960108529391	0.11173523682138985	0.18942345264335583	0.004098599412354139	0.34055805254159033
ENSMUSG00000031775	283.61851488886947	-0.10637505193758459	0.1983192827368885	0.0040822728205892785	0.34055805254159033
ENSMUSG00000078247	781.3801103559626	-0.10401279812199182	0.19937736864799221	0.004095632330249157	0.34055805254159033
ENSMUSG00000069516	231.45648741843635	0.10204605728250701	0.19947350011001552	0.00413431700685567	0.34196439351705743
ENSMUSG00000034832	3066.681793693783	-0.09822194629360612	0.14922524233271411	0.004223328964616211	0.347746231534485
ENSMUSG00000097767	1104.5106034984012	0.096215014838136	0.19889231048590042	0.004259107393284964	0.34911251007029953
ENSMUSG00000027966	189.68639291164513	0.06959893581131084	0.19303124665423094	0.004316803310453526	0.35068245464429826
ENSMUSG00000050069	186.59389956663824	0.07197054405574776	0.1940308358025349	0.004309648447363696	0.35068245464429826
ENSMUSG00000000204	24.26805187110741	0.013467280663692861	0.10919274949788588	0.0045281108178202405	0.3570769583608791
ENSMUSG00000002881	1891.7033641565017	-0.10381778337147148	0.16816615880926228	0.004518594580560191	0.3570769583608791
ENSMUSG00000028125	439.7628203333144	0.10620871528225408	0.18273122882164786	0.004500149556572319	0.3570769583608791
ENSMUSG00000038777	1282.1391910671646	0.1040045336443015	0.16666396059568106	0.004456113234356917	0.3570769583608791
ENSMUSG00000057457	185.0700805073187	-0.08803778464424837	0.19642738280597613	0.004470860080517136	0.3570769583608791
ENSMUSG00000063239	11063.358102503571	-0.10331536039951618	0.19021635718859017	0.00452760388768326	0.3570769583608791
ENSMUSG00000071847	835.619216670358	-0.10556107246281446	0.176569562867602	0.004532877803009456	0.3570769583608791
ENSMUSG00000092368	170.36895871412398	-0.08532116485923519	0.1947534542481081	0.0046028190769057216	0.3610237014760923
ENSMUSG00000031647	2600.3214935311153	-0.09378398197754474	0.14786241208450698	0.004638950383826959	0.3622960520793956
ENSMUSG00000070000	1212.8952108863443	0.1007582086762897	0.16454760564586132	0.0046976177241063915	0.36531004156223934
ENSMUSG00000023868	3744.298180764698	-0.09827153434401081	0.15891486012661735	0.004732629340193256	0.3664666217170071
ENSMUSG00000033249	182.88416197149908	0.08352006083170083	0.19276313423523092	0.004778543591246671	0.3684540581776088
ENSMUSG00000073680	2772.9484997327913	-0.09780556585209031	0.15938778001521706	0.004804567832805188	0.36889755634411814
ENSMUSG00000039781	898.1383157349504	0.09481328554783058	0.19104694767298036	0.004829230654737773	0.36923323623640025
ENSMUSG00000022505	1063.7930863270783	-0.0988080607734078	0.18723607512704082	0.004862949400041978	0.37025560766763127
ENSMUSG00000130119	386.3082449419956	0.09143513851611962	0.19039138422262786	0.004961558906217439	0.3761895309018281
